NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_1.wav      115200
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_8.wav      200000
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_10.wav      228480
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_3.wav      66240
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_7.wav      149440
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_2.wav      124800
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_12.wav      135040
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_4.wav      125760
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_6.wav      235520
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_11.wav      152000
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_5.wav      242880
NSD-Sanskrit-Sanskrit-1810-1815-2019629185238/sent_9.wav      290560
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_3.wav      147840
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_5.wav      239040
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_26.wav      122240
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_23.wav      143680
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_28.wav      335040
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_14.wav      214720
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_32.wav      107520
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_20.wav      141760
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_21.wav      89600
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_27.wav      179840
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_31.wav      249920
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_2.wav      178880
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_18.wav      124160
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_4.wav      121920
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_17.wav      114240
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_11.wav      298560
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_1.wav      388160
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_19.wav      87680
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_6.wav      256320
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_30.wav      112640
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_13.wav      108160
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_16.wav      174720
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_22.wav      161280
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_12.wav      125760
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_15.wav      180160
NSD-Sanskrit-Sanskrit-1810-1815-2021117183425/sent_9.wav      286080
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_3.wav      31360
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_20.wav      115520
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_16.wav      194240
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_19.wav      146560
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_18.wav      250880
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_4.wav      177600
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_2.wav      92160
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_7.wav      157760
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_6.wav      132480
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_15.wav      41920
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_21.wav      144000
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_1.wav      131840
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_8.wav      99520
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_5.wav      162880
NSD-Sanskrit-Sanskrit-1810-1815-2019123181910/sent_17.wav      93760
NSD-Sanskrit-Sanskrit-1810-1815-20191116181747/sent_14.wav      59840
